Activity,Case ID,Country,Cost,Event end,Team,User,Event ID
Close outstanding settlement instructions and contractual journal,130494,UK,72.21561769,11/4/2016 10:08,Finance,Medge Patel,523
Close outstanding settlement instructions and contractual journal,130495,UK,672.8848616,12/4/2016 9:08,Finance,Medge Patel,524
Close outstanding settlement instructions and contractual journal,130496,UK,278.8196311,8/4/2016 12:50,Finance,Medge Patel,525
Close outstanding settlement instructions and contractual journal,130497,UK,837.4719373,8/4/2016 12:51,Finance,Medge Patel,526
Receive status update from clearing agent,132254,Austria,591.2563928,5/5/2016 16:52,Financial approval,Daphne Gordon,527
Close outstanding settlement instructions and contractual journal,132408,UK,808.3709507,3/5/2016 22:38,Finance,Medge Patel,528
Close outstanding settlement instructions and contractual journal,132409,UK,384.2236465,25-5-2016 10:27:06,Finance,Medge Patel,529
Receive status update from clearing agent,132410,Austria,424.5676117,29-4-2016 12:13:16,Other,Kaye Morrow,530
Receive status update from clearing agent,133094,Austria,598.2311486,5/5/2016 10:49,Other,Micah Berger,531
Receive status update from clearing agent,134122,Austria,803.6354167,3/6/2016 12:39,Financial approval,Daphne Gordon,532
Close outstanding settlement instructions and contractual journal,134830,UK,344.8229069,2/6/2016 11:06,Finance,Medge Patel,533
Receive status update from clearing agent,135236,Germany,428.4799792,23-6-2016 15:23:03,Line management,Eden Morrow,534
Close outstanding settlement instructions and contractual journal,135934,UK,908.6380788,23-6-2016 14:29:04,Finance,Medge Patel,535
Close outstanding settlement instructions and contractual journal,109144,UK,117.0230494,23-7-2015 12:50:31,Finance,Medge Patel,536
Close outstanding settlement instructions and contractual journal,134832,UK,171.6259219,2/6/2016 18:06,Finance,Medge Patel,537
Receive authorization and remove hold,110533,US,873.5637762,10/8/2015 17:15,Controlling,Knox Gonzalez,538
Send settlement instructions to clearing agent,110533,Germany,610.8909892,10/8/2015 17:16,Auto-processor,System,539
Send settlement instructions to clearing agent,110533,US,902.5650856,17-8-2015 17:18:59,Other,Wendy Munoz,540
Receive status update from clearing agent,110533,Germany,868.6134116,18-8-2015 10:52:50,Line management,Kiona Sanchez,541
Create settlement instructions,110534,US,261.5185044,10/8/2015 14:02,Controlling,Knox Gonzalez,542
Place hold for authorization,110534,US,219.9826765,10/8/2015 17:16,Controlling,Knox Gonzalez,543
Receive authorization and remove hold,110534,US,182.0813983,10/8/2015 17:16,Controlling,Knox Gonzalez,544
Send settlement instructions to clearing agent,110534,Germany,356.4462006,10/8/2015 17:19,Auto-processor,System,545
Send settlement instructions to clearing agent,110534,US,585.6644406,17-8-2015 17:21:59,Other,Wendy Munoz,546
Receive status update from clearing agent,110534,Germany,690.3697852,18-8-2015 10:29:55,Line management,Kiona Sanchez,547
Create settlement instructions,110535,US,380.7857488,10/8/2015 14:03,Controlling,Knox Gonzalez,548
Place hold for authorization,110535,US,509.0696294,10/8/2015 16:54,Controlling,Knox Gonzalez,549
Receive authorization and remove hold,110535,US,113.1197858,10/8/2015 16:54,Controlling,Knox Gonzalez,550
Send settlement instructions to clearing agent,110535,Germany,387.4301984,10/8/2015 16:54,Auto-processor,System,551
Send settlement instructions to clearing agent,110535,Germany,488.211746,17-8-2015 16:54:59,Auto-processor,System,552
Send settlement instructions to clearing agent,110535,Germany,810.0156954,20-8-2015 16:55:29,Auto-processor,System,553
Receive authorization and remove hold,110535,US,435.3029124,24-8-2015 16:58:09,Controlling,Knox Gonzalez,554
Send settlement instructions to clearing agent,110535,Germany,960.5836995,24-8-2015 17:03:12,Auto-processor,System,555
Send settlement instructions to clearing agent,110535,Switzerland,264.9291987,31-8-2015 17:04:18,Other,Barrett Witt,556
Receive status update from clearing agent,110535,Germany,125.4747454,2/9/2015 14:05,Line management,Kiona Sanchez,557
Create settlement instructions,110536,US,447.2206707,10/8/2015 14:03,Controlling,Knox Gonzalez,558
Place hold for authorization,110536,US,750.0316035,10/8/2015 16:55,Controlling,Knox Gonzalez,559
Receive authorization and remove hold,110536,US,697.3860976,10/8/2015 16:55,Controlling,Knox Gonzalez,560
Send settlement instructions to clearing agent,110536,Germany,480.3706747,10/8/2015 16:56,Auto-processor,System,561
Send settlement instructions to clearing agent,110536,Germany,637.4852363,17-8-2015 16:57:59,Auto-processor,System,562
Send settlement instructions to clearing agent,110536,Germany,241.9449651,20-8-2015 16:58:29,Auto-processor,System,563
Receive authorization and remove hold,110536,US,246.8409402,24-8-2015 17:01:09,Controlling,Knox Gonzalez,564
Send settlement instructions to clearing agent,110536,Germany,513.2407841,24-8-2015 17:03:58,Auto-processor,System,565
Send settlement instructions to clearing agent,110536,Switzerland,743.7449505,31-8-2015 17:04:19,Other,Barrett Witt,566
Receive status update from clearing agent,110536,Germany,283.6441413,2/9/2015 14:35,Line management,Kiona Sanchez,567
Create settlement instructions,110537,US,100.7830933,10/8/2015 14:03,Controlling,Knox Gonzalez,568
Place hold for authorization,110537,US,68.62152239,10/8/2015 16:56,Controlling,Knox Gonzalez,569
Receive authorization and remove hold,110537,US,698.5554678,10/8/2015 16:56,Controlling,Knox Gonzalez,570
Send settlement instructions to clearing agent,110537,Germany,357.6739881,10/8/2015 16:59,Auto-processor,System,571
Send settlement instructions to clearing agent,110537,Germany,434.2229708,17-8-2015 17:00:59,Auto-processor,System,572
Send settlement instructions to clearing agent,110537,Germany,213.8005719,20-8-2015 17:01:29,Auto-processor,System,573
Receive authorization and remove hold,110537,US,161.0914036,24-8-2015 17:04:09,Controlling,Knox Gonzalez,574
Send settlement instructions to clearing agent,110537,Germany,209.4434827,24-8-2015 17:13:24,Auto-processor,System,575
Send settlement instructions to clearing agent,110537,Switzerland,863.7728439,31-8-2015 17:15:54,Other,Barrett Witt,576
Receive status update from clearing agent,110537,Germany,697.411258,2/9/2015 14:02,Line management,Kiona Sanchez,577
Create settlement instructions,110538,US,159.5318176,10/8/2015 14:04,Controlling,Knox Gonzalez,578
Place hold for authorization,110538,US,429.571697,10/8/2015 17:00,Controlling,Knox Gonzalez,579
Receive authorization and remove hold,110538,US,640.3343171,10/8/2015 17:00,Controlling,Knox Gonzalez,580
Send settlement instructions to clearing agent,110538,Germany,973.3976378,10/8/2015 17:01,Auto-processor,System,581
Send settlement instructions to clearing agent,110538,Germany,538.8560726,17-8-2015 17:03:59,Auto-processor,System,582
Send settlement instructions to clearing agent,110538,Germany,63.16155903,20-8-2015 17:04:29,Auto-processor,System,583
Receive authorization and remove hold,110538,US,405.6305351,24-8-2015 17:07:09,Controlling,Knox Gonzalez,584
Send settlement instructions to clearing agent,110538,Germany,771.8580842,24-8-2015 17:13:43,Auto-processor,System,585
Send settlement instructions to clearing agent,110538,Switzerland,824.2641558,31-8-2015 17:15:55,Other,Barrett Witt,586
Receive status update from clearing agent,110538,Germany,627.4494695,2/9/2015 13:58,Line management,Kiona Sanchez,587
Create settlement instructions,110539,US,33.75451361,10/8/2015 14:04,Controlling,Knox Gonzalez,588
Place hold for authorization,110539,US,871.9727321,10/8/2015 17:01,Controlling,Knox Gonzalez,589
Receive authorization and remove hold,110539,US,674.3435868,10/8/2015 17:01,Controlling,Knox Gonzalez,590
Send settlement instructions to clearing agent,110539,Germany,171.5808043,10/8/2015 17:02,Auto-processor,System,591
Send settlement instructions to clearing agent,110539,Germany,746.3986749,17-8-2015 17:04:00,Auto-processor,System,592
Send settlement instructions to clearing agent,110539,Germany,495.3893845,20-8-2015 17:04:29,Auto-processor,System,593
Receive authorization and remove hold,110539,US,298.8329351,24-8-2015 17:07:10,Controlling,Knox Gonzalez,594
Send settlement instructions to clearing agent,110539,Germany,983.1582267,24-8-2015 17:14:03,Auto-processor,System,595
Send settlement instructions to clearing agent,110539,Switzerland,423.0146125,31-8-2015 17:15:55,Other,Barrett Witt,596
Receive status update from clearing agent,110539,Germany,563.548228,2/9/2015 14:19,Line management,Kiona Sanchez,597
Create settlement instructions,110540,US,167.4725825,10/8/2015 14:05,Controlling,Knox Gonzalez,598
Close outstanding settlement instructions and contractual journal,110533,US,275.2788732,24-8-2015 11:49:37,Controlling,Knox Gonzalez,599
Close outstanding settlement instructions and contractual journal,110534,US,702.5225649,21-8-2015 14:54:08,Controlling,Knox Gonzalez,600
Close outstanding settlement instructions and contractual journal,110535,US,530.3958707,8/9/2015 11:25,Controlling,Knox Gonzalez,601
Close outstanding settlement instructions and contractual journal,110536,US,540.4225416,8/9/2015 11:26,Controlling,Knox Gonzalez,602
Close outstanding settlement instructions and contractual journal,110537,US,15.54379734,8/9/2015 11:24,Controlling,Knox Gonzalez,603
Close outstanding settlement instructions and contractual journal,110538,US,702.1054084,8/9/2015 11:23,Controlling,Knox Gonzalez,604
Close outstanding settlement instructions and contractual journal,110539,US,45.30317333,8/9/2015 11:25,Controlling,Knox Gonzalez,605
Place hold for authorization,110540,US,519.3384668,10/8/2015 17:02,Controlling,Knox Gonzalez,606
Receive authorization and remove hold,110540,US,229.3026274,10/8/2015 17:02,Controlling,Knox Gonzalez,607
Send settlement instructions to clearing agent,110540,Germany,71.10651566,10/8/2015 17:03,Auto-processor,System,608
Send settlement instructions to clearing agent,110540,Germany,922.4808515,17-8-2015 17:04:00,Auto-processor,System,609
Send settlement instructions to clearing agent,110540,Germany,405.8022319,20-8-2015 17:04:29,Auto-processor,System,610
Receive authorization and remove hold,110540,US,993.6565963,24-8-2015 17:07:10,Controlling,Knox Gonzalez,611
Send settlement instructions to clearing agent,110540,Germany,244.8488399,24-8-2015 17:14:26,Auto-processor,System,612
Send settlement instructions to clearing agent,110540,Switzerland,427.2038384,31-8-2015 17:15:56,Other,Barrett Witt,613
Receive status update from clearing agent,110540,Germany,123.8659858,2/9/2015 14:40,Line management,Kiona Sanchez,614
Create settlement instructions,110541,US,209.2351231,10/8/2015 14:05,Controlling,Knox Gonzalez,615
Place hold for authorization,110541,US,924.2211791,10/8/2015 17:06,Controlling,Knox Gonzalez,616
Receive authorization and remove hold,110541,US,737.0917668,10/8/2015 17:06,Controlling,Knox Gonzalez,617
Send settlement instructions to clearing agent,110541,Germany,375.7239554,10/8/2015 17:08,Auto-processor,System,618
Send settlement instructions to clearing agent,110541,Germany,924.7132311,17-8-2015 17:10:00,Auto-processor,System,619
Send settlement instructions to clearing agent,110541,US,607.1512065,20-8-2015 17:10:29,Other,Xander Pittman,620
Send settlement instructions to clearing agent,110541,Germany,705.698451,21-8-2015 10:03:23,Auto-processor,System,621
Send settlement instructions to clearing agent,110541,Switzerland,222.020825,28-8-2015 10:03:46,Purchasing,Justine Monroe,622
Receive status update from clearing agent,110541,Netherlands,8.774344544,1/9/2015 14:00,Other,Mallory Henry,623
Create settlement instructions,110542,US,142.1066362,10/8/2015 14:05,Controlling,Knox Gonzalez,624
Place hold for authorization,110542,US,841.8221587,10/8/2015 17:05,Controlling,Knox Gonzalez,625
Receive authorization and remove hold,110542,US,875.5204452,10/8/2015 17:05,Controlling,Knox Gonzalez,626
Send settlement instructions to clearing agent,110542,Germany,265.6433262,10/8/2015 17:06,Line management,Kiona Sanchez,627
Receive status update from clearing agent,110542,Germany,629.9378489,17-8-2015 10:01:54,Other,Rogan Campbell,628
Create settlement instructions,110543,US,312.8722132,10/8/2015 14:06,Controlling,Knox Gonzalez,629
Place hold for authorization,110543,US,913.7468876,10/8/2015 18:01,Controlling,Knox Gonzalez,630
Receive authorization and remove hold,110543,US,802.0897695,10/8/2015 18:01,Controlling,Knox Gonzalez,631
Send settlement instructions to clearing agent,110543,Germany,721.9360846,10/8/2015 18:02,Line management,Kiona Sanchez,632
Receive status update from clearing agent,110543,Germany,621.900978,17-8-2015 10:04:08,Other,Rogan Campbell,633
Create settlement instructions,110544,US,788.1658671,10/8/2015 14:06,Controlling,Knox Gonzalez,634
Place hold for authorization,110544,US,811.7691024,10/8/2015 18:02,Controlling,Knox Gonzalez,635
Receive authorization and remove hold,110544,US,252.0697412,10/8/2015 18:02,Controlling,Knox Gonzalez,636
Send settlement instructions to clearing agent,110544,Germany,555.6566517,10/8/2015 18:02,Line management,Kiona Sanchez,637
Receive status update from clearing agent,110544,Germany,148.0629278,17-8-2015 10:05:13,Other,Rogan Campbell,638
Create settlement instructions,110545,France,785.9308059,10/8/2015 14:07,Administration,Aaron Downs,639
Create settlement instructions,110546,US,643.7943096,10/8/2015 14:07,Controlling,Knox Gonzalez,640
Place hold for authorization,110546,US,510.3869369,10/8/2015 18:04,Controlling,Knox Gonzalez,641
Receive authorization and remove hold,110546,US,364.0303238,10/8/2015 18:04,Controlling,Knox Gonzalez,642
Send settlement instructions to clearing agent,110546,Germany,369.1021158,10/8/2015 18:04,Line management,Kiona Sanchez,643
Receive status update from clearing agent,110546,Germany,764.5664167,17-8-2015 10:10:34,Other,Rogan Campbell,644
Create settlement instructions,110547,US,443.2829094,10/8/2015 14:07,Controlling,Knox Gonzalez,645
Place hold for authorization,110547,US,870.9820411,10/8/2015 18:05,Controlling,Knox Gonzalez,646
Receive authorization and remove hold,110547,US,541.3690023,10/8/2015 18:05,Controlling,Knox Gonzalez,647
Send settlement instructions to clearing agent,110547,Germany,209.8459037,10/8/2015 18:05,Line management,Kiona Sanchez,648
Receive status update from clearing agent,110547,Germany,816.3873438,17-8-2015 10:13:10,Other,Rogan Campbell,649
Create settlement instructions,110548,US,234.5412168,10/8/2015 14:08,Controlling,Knox Gonzalez,650
Place hold for authorization,110548,US,77.19045134,10/8/2015 18:05,Controlling,Knox Gonzalez,651
Receive authorization and remove hold,110548,US,356.9530285,10/8/2015 18:05,Controlling,Knox Gonzalez,652
Send settlement instructions to clearing agent,110548,Germany,512.3017533,10/8/2015 18:06,Line management,Kiona Sanchez,653
Receive status update from clearing agent,110548,Germany,217.2198109,17-8-2015 10:15:45,Other,Rogan Campbell,654
Create settlement instructions,110549,US,562.5068017,10/8/2015 14:08,Controlling,Knox Gonzalez,655
Place hold for authorization,110549,US,202.1487268,10/8/2015 18:06,Controlling,Knox Gonzalez,656
Receive authorization and remove hold,110549,US,957.7392883,10/8/2015 18:06,Controlling,Knox Gonzalez,657
Send settlement instructions to clearing agent,110549,Germany,658.105876,10/8/2015 18:07,Line management,Kiona Sanchez,658
Receive status update from clearing agent,110549,Germany,555.0300818,17-8-2015 10:19:49,Other,Rogan Campbell,659
Create settlement instructions,110550,US,834.9730558,10/8/2015 14:09,Controlling,Knox Gonzalez,660
Close outstanding settlement instructions and contractual journal,110540,US,985.7402527,8/9/2015 11:29,Controlling,Knox Gonzalez,661
Close outstanding settlement instructions and contractual journal,110541,US,982.6990848,1/9/2015 14:28,Controlling,Knox Gonzalez,662
Close outstanding settlement instructions and contractual journal,110542,US,363.9455082,18-8-2015 13:25:53,Controlling,Knox Gonzalez,663
Close outstanding settlement instructions and contractual journal,110543,US,761.4641973,18-8-2015 13:26:07,Controlling,Knox Gonzalez,664
Close outstanding settlement instructions and contractual journal,110544,US,801.750553,18-8-2015 13:26:21,Controlling,Knox Gonzalez,665
Close outstanding settlement instructions and contractual journal,110546,US,505.9666825,18-8-2015 13:27:19,Controlling,Knox Gonzalez,666
Close outstanding settlement instructions and contractual journal,110547,US,328.7868631,18-8-2015 13:27:36,Controlling,Knox Gonzalez,667
Close outstanding settlement instructions and contractual journal,110548,US,423.8300489,18-8-2015 13:27:46,Controlling,Knox Gonzalez,668
Close outstanding settlement instructions and contractual journal,110549,US,727.3137797,18-8-2015 13:28:19,Controlling,Knox Gonzalez,669
Place hold for authorization,110550,US,623.3075545,10/8/2015 18:08,Controlling,Knox Gonzalez,670
Receive authorization and remove hold,110550,US,348.2569402,10/8/2015 18:08,Controlling,Knox Gonzalez,671
Send settlement instructions to clearing agent,110550,Germany,52.00074433,10/8/2015 18:08,Line management,Kiona Sanchez,672
Receive status update from clearing agent,110550,Germany,731.4027925,17-8-2015 10:23:30,Other,Rogan Campbell,673
Create settlement instructions,110551,US,569.200075,10/8/2015 14:09,Controlling,Knox Gonzalez,674
Place hold for authorization,110551,US,101.2375899,10/8/2015 18:09,Controlling,Knox Gonzalez,675
Receive authorization and remove hold,110551,US,140.3047411,10/8/2015 18:09,Controlling,Knox Gonzalez,676
Send settlement instructions to clearing agent,110551,Germany,648.7193848,10/8/2015 18:09,Line management,Kiona Sanchez,677
Receive status update from clearing agent,110551,Germany,215.5699765,17-8-2015 10:25:26,Other,Rogan Campbell,678
Create settlement instructions,110552,US,983.2908941,10/8/2015 14:09,Controlling,Knox Gonzalez,679
Place hold for authorization,110552,US,374.2228,10/8/2015 18:10,Controlling,Knox Gonzalez,680
Receive authorization and remove hold,110552,US,763.0202835,10/8/2015 18:10,Controlling,Knox Gonzalez,681
Send settlement instructions to clearing agent,110552,Germany,629.8678312,10/8/2015 18:10,Line management,Kiona Sanchez,682
Receive status update from clearing agent,110552,Germany,429.5273896,17-8-2015 11:11:19,Other,Rogan Campbell,683
Create settlement instructions,110553,US,499.2679296,10/8/2015 14:10,Controlling,Knox Gonzalez,684
Place hold for authorization,110553,US,472.4905086,10/8/2015 17:53,Controlling,Knox Gonzalez,685
Receive authorization and remove hold,110553,US,835.5902522,10/8/2015 17:53,Controlling,Knox Gonzalez,686
Send settlement instructions to clearing agent,110553,Germany,271.040892,10/8/2015 17:53,Auto-processor,System,687
Send settlement instructions to clearing agent,110553,Germany,964.2781605,17-8-2015 17:55:00,Auto-processor,System,688
Send settlement instructions to clearing agent,110553,France,100.973455,20-8-2015 17:55:29,Other,Shay Christensen,689
Create settlement instructions,110554,US,21.82888107,10/8/2015 14:10,Controlling,Knox Gonzalez,690
Place hold for authorization,110554,US,559.7286595,10/8/2015 17:54,Controlling,Knox Gonzalez,691
Receive authorization and remove hold,110554,US,871.8877835,10/8/2015 17:54,Controlling,Knox Gonzalez,692
Send settlement instructions to clearing agent,110554,Germany,175.1847459,10/8/2015 17:54,Auto-processor,System,693
Send settlement instructions to clearing agent,110554,Germany,159.8667119,17-8-2015 17:55:00,Auto-processor,System,694
Send settlement instructions to clearing agent,110554,France,659.7965431,20-8-2015 17:55:30,Other,Shay Christensen,695
Receive status update from clearing agent,110554,Germany,382.4576093,24-8-2015 10:12:41,Line management,Kiona Sanchez,696
Create settlement instructions,110555,US,653.513919,10/8/2015 14:10,Controlling,Knox Gonzalez,697
Place hold for authorization,110555,US,232.4576424,10/8/2015 17:49,Controlling,Knox Gonzalez,698
Receive authorization and remove hold,110555,US,343.1182727,10/8/2015 17:49,Controlling,Knox Gonzalez,699
Send settlement instructions to clearing agent,110555,UK,72.52998147,10/8/2015 17:50,Other,Oscar Medina,700
Receive status update from clearing agent,110555,Germany,868.978609,11/8/2015 10:14,Auto-processor,System,701
Receive status update from clearing agent,110555,Germany,153.3393488,18-8-2015 10:16:06,Line management,Kiona Sanchez,702
Create settlement instructions,110556,US,16.15087684,10/8/2015 14:11,Controlling,Knox Gonzalez,703
Place hold for authorization,110556,US,799.1873482,10/8/2015 17:50,Controlling,Knox Gonzalez,704
Receive authorization and remove hold,110556,US,888.8868421,10/8/2015 17:50,Controlling,Knox Gonzalez,705
Send settlement instructions to clearing agent,110556,UK,213.2162033,10/8/2015 17:51,Other,Oscar Medina,706
Receive status update from clearing agent,110556,Germany,373.3004303,11/8/2015 10:20,Auto-processor,System,707
Receive status update from clearing agent,110556,Germany,436.4919384,18-8-2015 10:22:06,Line management,Kiona Sanchez,708
Create settlement instructions,110558,US,935.9230894,10/8/2015 14:12,Controlling,Knox Gonzalez,709
Place hold for authorization,110558,US,225.273652,10/8/2015 17:24,Controlling,Knox Gonzalez,710
Receive authorization and remove hold,110558,US,656.4893889,10/8/2015 17:24,Controlling,Knox Gonzalez,711
Send settlement instructions to clearing agent,110558,UK,814.5856744,10/8/2015 17:24,Other,Oscar Medina,712
Receive status update from clearing agent,110558,Germany,700.3280584,11/8/2015 10:08,Line management,Kiona Sanchez,713
Receive status update from clearing agent,110558,Germany,325.834188,18-8-2015 10:10:06,Line management,Kiona Sanchez,714
Create settlement instructions,110559,US,237.0228569,10/8/2015 14:12,Controlling,Knox Gonzalez,715
Place hold for authorization,110559,US,742.8729932,2/9/2015 13:16,Controlling,Knox Gonzalez,716
Receive authorization and remove hold,110559,US,446.490073,2/9/2015 13:16,Controlling,Knox Gonzalez,717
Receive authorization and remove hold,110559,US,541.9708376,2/9/2015 13:16,Controlling,Knox Gonzalez,718
Send settlement instructions to clearing agent,110559,Netherlands,951.3924243,7/9/2015 17:12,Other,Aurelia Morrow,719
Send settlement instructions to clearing agent,110559,Netherlands,64.2716785,14-9-2015 17:13:34,Other,Aurelia Morrow,720
Receive authorization and remove hold,110559,US,655.3342433,15-9-2015 13:14:54,Controlling,Knox Gonzalez,721
Send settlement instructions to clearing agent,110559,Germany,1003.675894,15-9-2015 13:27:05,Auto-processor,System,722
Send settlement instructions to clearing agent,110559,Netherlands,161.7981617,22-9-2015 13:27:52,Other,Aurelia Morrow,723
Receive status update from clearing agent,110559,Germany,797.8199887,22-9-2015 14:28:38,Financial approval,Neil Vega,724
Create settlement instructions,110561,US,978.5012655,10/8/2015 14:13,Controlling,Knox Gonzalez,725
Close outstanding settlement instructions and contractual journal,110550,US,208.0310165,18-8-2015 13:28:34,Controlling,Knox Gonzalez,726
Close outstanding settlement instructions and contractual journal,110551,US,642.0438571,18-8-2015 13:28:48,Controlling,Knox Gonzalez,727
Close outstanding settlement instructions and contractual journal,110552,US,216.7204003,18-8-2015 13:29:02,Controlling,Knox Gonzalez,728
Close outstanding settlement instructions and contractual journal,110553,US,426.2723562,24-8-2015 12:10:36,Controlling,Knox Gonzalez,729
Close outstanding settlement instructions and contractual journal,110554,US,568.1612137,24-8-2015 12:09:47,Controlling,Knox Gonzalez,730
Close outstanding settlement instructions and contractual journal,110555,US,239.0353487,18-8-2015 11:15:04,Controlling,Knox Gonzalez,731
Close outstanding settlement instructions and contractual journal,110556,US,227.3186329,18-8-2015 11:20:06,Controlling,Knox Gonzalez,732
Close outstanding settlement instructions and contractual journal,110558,US,978.9051325,18-8-2015 11:11:28,Controlling,Knox Gonzalez,733
Close outstanding settlement instructions and contractual journal,110559,US,941.7524592,22-9-2015 14:51:10,Controlling,Knox Gonzalez,734
Place hold for authorization,110561,US,471.7502468,10/8/2015 15:55,Controlling,Knox Gonzalez,735
Receive authorization and remove hold,110561,US,7.347262013,10/8/2015 15:55,Controlling,Knox Gonzalez,736
Send settlement instructions to clearing agent,110561,Germany,457.9675529,10/8/2015 15:55,Auto-processor,System,737
Send settlement instructions to clearing agent,110561,Austria,698.2387938,17-8-2015 15:57:59,Purchasing,John Tanner,738
Receive status update from clearing agent,110561,Germany,929.9561341,19-8-2015 10:02:44,Line management,Kiona Sanchez,739
Create settlement instructions,110562,US,13.40212327,10/8/2015 14:13,Controlling,Knox Gonzalez,740
Place hold for authorization,110562,US,150.5090824,10/8/2015 15:56,Controlling,Knox Gonzalez,741
Receive authorization and remove hold,110562,US,379.7013252,10/8/2015 15:56,Controlling,Knox Gonzalez,742
Send settlement instructions to clearing agent,110562,Germany,687.2009985,10/8/2015 15:57,Auto-processor,System,743
Send settlement instructions to clearing agent,110562,Austria,367.9988878,17-8-2015 15:57:59,Purchasing,John Tanner,744
Receive status update from clearing agent,110562,Germany,44.25312231,19-8-2015 08:42:35,Line management,Kiona Sanchez,745
Create settlement instructions,110563,US,236.53465,10/8/2015 14:14,Controlling,Knox Gonzalez,746
Place hold for authorization,110563,US,144.8054189,10/8/2015 15:59,Controlling,Knox Gonzalez,747
Receive authorization and remove hold,110563,US,703.6679452,10/8/2015 15:59,Controlling,Knox Gonzalez,748
Send settlement instructions to clearing agent,110563,Germany,317.1521039,10/8/2015 16:00,Auto-processor,System,749
Send settlement instructions to clearing agent,110563,Austria,541.257485,17-8-2015 16:00:59,Purchasing,John Tanner,750
Receive status update from clearing agent,110563,Germany,618.1845768,19-8-2015 10:03:22,Line management,Kiona Sanchez,751
Create settlement instructions,110564,US,342.7892407,10/8/2015 14:14,Controlling,Knox Gonzalez,752
Place hold for authorization,110564,US,466.5630428,10/8/2015 16:41,Controlling,Knox Gonzalez,753
Receive authorization and remove hold,110564,US,232.7013956,10/8/2015 16:41,Controlling,Knox Gonzalez,754
Send settlement instructions to clearing agent,110564,Germany,87.65323525,10/8/2015 16:42,Auto-processor,System,755
Send settlement instructions to clearing agent,110564,Germany,448.4229687,17-8-2015 16:42:59,Auto-processor,System,756
Send settlement instructions to clearing agent,110564,US,113.7749422,20-8-2015 16:43:29,Other,Xander Pittman,757
Receive status update from clearing agent,110564,Germany,913.4913764,21-8-2015 09:50:34,Line management,Kiona Sanchez,758
Create settlement instructions,110565,US,961.4808724,10/8/2015 14:14,Controlling,Knox Gonzalez,759
Place hold for authorization,110565,US,875.2450226,10/8/2015 16:42,Controlling,Knox Gonzalez,760
Receive authorization and remove hold,110565,US,421.4463271,10/8/2015 16:42,Controlling,Knox Gonzalez,761
Send settlement instructions to clearing agent,110565,Germany,244.0859542,17-8-2015 16:45:59,Auto-processor,System,762
Send settlement instructions to clearing agent,110565,US,934.7539419,20-8-2015 16:46:29,Other,Xander Pittman,763
Receive status update from clearing agent,110565,Germany,81.93966216,21-8-2015 09:51:11,Line management,Kiona Sanchez,764
Create settlement instructions,110566,US,306.9608859,10/8/2015 14:15,Controlling,Knox Gonzalez,765
Place hold for authorization,110566,US,904.0637566,10/8/2015 16:43,Controlling,Knox Gonzalez,766
Receive authorization and remove hold,110566,US,609.1043087,10/8/2015 16:43,Controlling,Knox Gonzalez,767
Send settlement instructions to clearing agent,110566,Germany,134.7865622,10/8/2015 16:44,Auto-processor,System,768
Send settlement instructions to clearing agent,110566,Germany,205.4620929,17-8-2015 16:46:00,Auto-processor,System,769
Send settlement instructions to clearing agent,110566,US,906.8207979,20-8-2015 16:46:29,Other,Xander Pittman,770
Receive status update from clearing agent,110566,Germany,236.1269162,21-8-2015 09:51:46,Line management,Kiona Sanchez,771
Create settlement instructions,110567,US,867.8815098,10/8/2015 14:15,Controlling,Knox Gonzalez,772
Place hold for authorization,110567,US,310.3539682,10/8/2015 16:44,Controlling,Knox Gonzalez,773
Receive authorization and remove hold,110567,US,72.98906013,10/8/2015 16:44,Controlling,Knox Gonzalez,774
Send settlement instructions to clearing agent,110567,Germany,464.9148006,10/8/2015 16:45,Auto-processor,System,775
Send settlement instructions to clearing agent,110567,Germany,671.9220747,17-8-2015 16:46:00,Auto-processor,System,776
Send settlement instructions to clearing agent,110567,Germany,759.6375054,20-8-2015 16:46:29,Auto-processor,System,777
Receive authorization and remove hold,110567,US,900.6179016,24-8-2015 16:49:09,Controlling,Knox Gonzalez,778
Send settlement instructions to clearing agent,110567,US,535.6552281,24-8-2015 17:12:53,Other,Xander Pittman,779
Receive status update from clearing agent,110567,Germany,584.344332,25-8-2015 11:33:17,Line management,Kiona Sanchez,780
Receive status update from clearing agent,110567,Germany,702.2024122,1/9/2015 11:34,Line management,Kiona Sanchez,781
Create settlement instructions,110568,US,596.9238624,10/8/2015 14:22,Controlling,Knox Gonzalez,782
Place hold for authorization,110568,US,459.4881476,10/8/2015 18:03,Controlling,Knox Gonzalez,783
Receive authorization and remove hold,110568,US,695.9061141,10/8/2015 18:03,Controlling,Knox Gonzalez,784
Send settlement instructions to clearing agent,110568,Germany,631.2362709,10/8/2015 18:04,Line management,Kiona Sanchez,785
Receive status update from clearing agent,110568,Germany,386.773655,17-8-2015 10:08:49,Other,Rogan Campbell,786
Create settlement instructions,110569,US,958.452356,10/8/2015 14:30,Controlling,Knox Gonzalez,787
Place hold for authorization,110569,US,991.1690084,2/9/2015 13:14,Controlling,Knox Gonzalez,788
Receive authorization and remove hold,110569,US,791.7587996,2/9/2015 13:14,Controlling,Knox Gonzalez,789
Receive authorization and remove hold,110569,US,915.6182147,2/9/2015 13:15,Controlling,Knox Gonzalez,790
Send settlement instructions to clearing agent,110569,Germany,391.1397111,2/9/2015 13:28,Auto-processor,System,791
